Game_ID;Name;Genre;Publisher;Platform;Release_date;Cover_url;Description
94;Need for Speed: Porsche Unleashed;Racing;EA Canada;PC;2000-01-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co3xxu.jpg;Unleash the power of Porsche! Push yourself to the limit and break the will of your opponents, as you climb into the driver's seat of Destination Software's Need For Speed Porsche Unleashed racing game for your Nintendo Game Boy Advance system, sub-licensed from series originator Electronic Arts. Need for Speed Porsche Unleashed features circuit track racing, streetcar excitement, open road thrills, crashes, traffic, and more. Feel the surge of adrenaline as your own driving savvy and years of Porsche excellence come together at your fingertips for a thrilling ride at breakneck speed. Features 25 different models of Porsche cars, link cable support for four players (multiple cartridge), and cartridge save ability with four slots.
95;Need for Speed: Hot Pursuit 2;Racing;Electronic Arts;PC;2002-09-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co2098.jpg;The Need for Speed series returns, this time reverting back to the 'chase' arcade experience instead of a racing simulation. Top speed racing is the name of the game, where you must outchase not just the opposing drivers, but the cops.Choose from a selection of today's (and yesterday's) top sports cars, including the Ferrari F50, Porsche 911 and a range from the likes of Ford, Corvette, BMW, Lotus, Mercedes, Aston Martin, the McLaren F1 and a lot more.The competitive race mode allows you to take on other drivers and beat them to the line. A selection of tracks allows you to not only dodge incoming traffic, but perform deadly jumps and stunts to receive points. These points, combined with the points recieved from your finishing position, can unlock new cars and tracks.The Hot Pursuit mode combines all the major elements of the competitive mode with the chance to out run the cops. They will throw everything at you to try and stop you, including running you off the road, setting up road blocks and unleashing an attack helicopter equiped with missiles. Three busts by the cops ends the race.
96;Need for Speed: Underground;Racing;EA Black Box;PC;2003-11-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co209g.jpg;Electronic Arts' Need For Speed series takes a note from the Fast and Furious handbook with its latest release entitled Need For Speed Underground. Purchase, race, and customize 20 different licensed cars from major manufacturers such as Honda, Mitsubishi, Toyota, Volkswagen, Nissan, and more. Race other customized cars through a detailed nighttime cityscape, dodging city traffic and navigating shortcuts all the while. Customize vehicle performance as well as your car's physical appearance, changing rims, stickers, paint job, spoilers and more. Multiple racing modes range from drift competitions, street racing, and drag racing.
97;Need for Speed: Underground 2;Racing;EA Black Box;PC;2004-11-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co209h.jpg;"Need For Speed Underground 2 takes place in Bayview after the events of Need for Speed: Underground. The prologue begins with the player driving in a Nissan Skyline R34 in Olympic City (though the racing scenes are actually in Bayview), the setting of NFS:UG. He then receives a race challenge from a rather ominous personality who offers him a spot on his crew, but ""won't take 'no' for an answer."" The player races off — despite Samantha's warnings — only to be ambushed by a mysterious driver in a rage that totals his Skyline. The driver, who has a unique scythe tattoo, makes a call confirming the accident, and the flashback fades out."
98;Need for Speed: Most Wanted;Racing;EA Black Box;PC;2005-11-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co209j.jpg;"The player arrives in Rockport City, driving a racing version of the BMW M3 GTR (E46). Following Mia Townsend (played by Josie Maran), the player proves his driving prowess as he is pursued by a veteran police officer named Sergeant Cross (played by Dean McKenzie), who vows to take down the player and end street racing in Rockport.Races seem to be in the player's favor until a particular group of racers, led by the game's antagonist, Clarence ""Razor"" Callahan (played by Derek Hamilton), sabotages and win the player's car in a race."
99;Need for Speed: Carbon;Racing;TransGaming Inc.;PC;2006-10-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co209k.jpg;Need for Speed: Carbon, also known as NFS Carbon or NFSC, is an Electronic Arts video game in the Need for Speed series. It is the tenth installment and was the first game in the series to gain the PEGI rating of 12+. The game is a sequel to 2005's Need for Speed: Most Wanted.
100;Need for Speed: ProStreet;Racing;Electronic Arts;PC;2007-11-13;https://images.igdb.com/igdb/image/upload/t_cover_big/co209l.jpg;"Compete at the highest level of street racing with Need for Speed ProStreet. It’s no longer good enough to simply rule your local neighborhood; you need to dominate on a global stage. Build the ultimate battle machine, take it to multi-disciplinary showdowns and pit your skills and reputation against the world’s best street racers."
101;Need for Speed: Undercover;Racing;EA Black Box;PC;2008-11-18;https://images.igdb.com/igdb/image/upload/t_cover_big/co209n.jpg;The Need for Speed series got another dose of Hollywood magic with the release of Undercover. Take on jobs and compete in races to prove yourself as you infiltrate and take down an international crime syndicate.As you win each race, you’ll go deeper into the underworld web that rules Tri-City… and then tear it apart right under their noses. You make the calls, but don’t break your cover: inside the car or out of it, one mistake here could be your last.
102;Need for Speed: Shift;Racing;Slightly Mad Studios;PC;2009-09-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co209o.jpg;Need for Speed SHIFT is an award-winning authentic racing game that combines the true driver’s experience with real-world physics, pixel-perfect car models, and a wide range of authentic race tracks. Need for Speed SHIFT takes players in a different direction to create a simulation experience that replicates the true feeling of driving high-end performance cars.Players are thrust into the loud, visceral, intense, athletic experience of racing a car on the edge of control from the driver’s perspective through the combination of perception based G-forces, the hyper reality of the cockpit view, and the brutal experience of a first person crash dynamic. Need for Speed SHIFT features an accurate, accessible physics-based driving model that allows you to feel every impact, every change of track surface and every last bit of grip as you push yourself to the edge.
103;Need for Speed: Nitro;Racing;EA Montreal;Wii;2009-11-3;https://images.igdb.com/igdb/image/upload/t_cover_big/co209q.jpg;Need for Speed: Nitro is the fourteenth installment in the long-running racing video game franchise Need for Speed. It was published by Electronic Arts for the Wii and Nintendo DS platforms, It is also the only game to date in the franchise to not be made for PC. It was announced in January as part of a three-game announcement that includes Need for Speed: Shift and Need for Speed: World. The game was developed by EA Montreal who have previous experience with Nintendo titles, although the DS version was developed separately by Firebrand Games' Florida studio. An improved version of the DS edition of the game, Need for Speed: Nitro-X, was released for DSiWare in November 2010.
104;Need for Speed: World;Racing;EA Singapore;PC;2010-07-27;https://images.igdb.com/igdb/image/upload/t_cover_big/co20a9.jpg;"Need for Speed: World was the fifteenth installment in the long-running racing video game Need for Speed franchise published by Electronic Arts. This iteration was co-developed by EA Black Box (rebranded Quicklime Games before closing in 2013) and EA Singapore. It was the first freemium MMORG in the Need for Speed series (though Motor City Online was originally conceived as a Need for Speed game) and was available on Microsoft Windows. World was released worldwide on July 27, 2010. However, people who ordered a ""Starter Pack"" had an early ""head-start"" in the game, which started on July 20, 2010.Need for Speed: World, along with other EA free-to-play titles Battlefield Heroes, Battlefield Play4Free, and FIFA World, went offline on July 14, 2015."
105;Need for Speed: Hot Pursuit;Racing;Criterion Games;PC;2010-11-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co2h9s.jpg;Become Seacrest County's top cop or most wanted racer!
106;Zak McKracken and the Alien Mindbenders;Point-and-click;Lucasfilm Games;PC;1988-10-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2gje.jpg;"Zak McKracken is a tabloid reporter (and not a very good one at that). After having a psychedelic dream one day, Zak realizes that something is wrong -- space aliens are dumbifying the general public through the telephone system. Zak must stop this, but he can't do it alone. After finding a strange crystal, Zak manages to get the help of the anthropologist Annie and her friends, Melissa and Leslie. The four unlikely heroes must now figure out a way to destroy the dumbifying devices and save the Earth.Zak McKracken and the Alien Mindbenders is a third-person puzzle-solving adventure similar in gameplay to Lucasfilm's breakthrough title Maniac Mansion. The player chooses verb commands (Open, Pick Up, Give, etc.; there are no Look or Talk commands) to interact with the game world. The game features up to four controllable protagonists; it is possible to switch between them at any time after they have been introduced, and also exchange inventory items if the characters are in the same location. The game can be described as a ""globe-trotting"" adventure, since the heroes are required to travel to different exotic countries and even leave the Earth for a while in order to complete it. Some of the puzzles are optional or can be solved in different ways.The FM Towns version has VGA graphics with 256 colors and higher-quality music and sound effects."
107;Hidden & Dangerous 2;Shooter;Illusion Softworks;PC;2003-10-21;https://images.igdb.com/igdb/image/upload/t_cover_big/co1q6k.jpg;Hidden and Dangerous 2, like its predecessor, focuses on the British Special Air Service during the Second World War. It follows the same concept as the original tactical first/third person shooter. The game's LS3D engine was used by the game Mafia.Gameplay elements such as the vocal commands, plan or real-time map control, vehicle usage, equipment selection and the first person mechanic were significantly enhanced from the original. The ability to take POWs, added enhanced stealth options for the player which include the acquisition of enemy uniforms. Mission types include, espionage, sabotage, search and destroy, town liberation, prisoner rescue, retrieval of enemy officers and documents, partisan assistance and assassination. The variety of locales include Norway, Libya, a Norwegian fjord, Burma, Austria, France and Czechoslovakia.The expansion pack Sabre Squadron adds missions in France, Libya and Sicily. Some of the missions are modeled on real SAS exploits. However most of the game takes liberty with the historical time and place of SAS operations.[6] The missions are based on sandbox style game-play where players are free to roam a map and pursue objectives usually at their leisure and choice of sequence. A real time strategy mechanic also allows players to control events for staged sequential tactical maneuvers or through real time overhead command.
108;Hidden & Dangerous: Devil's Bridge;Shooter;Illusion Softworks;PC;2000-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/pmjszoa4lgd7nznewajq.jpg;
109;L.A. Noire;Strategy;Team Bondi;PC;2011-05-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co2ldn.jpg;"L.A. Noire is a neo-noir detective action-adventure video game developed by Team Bondi and published by Rockstar Games. It was initially released for the PlayStation 3 and Xbox 360 platforms on 17 May 2011; a Microsoft Windows port was later released on 8 November 2011.L.A. Noire is set in Los Angeles in 1947 and challenges the player, controlling a Los Angeles Police Department (LAPD) officer, to solve a range of cases across five divisions. Players must investigate crime scenes for clues, follow up leads, and interrogate suspects, and the player's success at these activities will impact how much of each case's story is revealed.The game draws heavily from both the plot and aesthetic elements of film noir—stylistic films made popular in the 1940s and 1950s that share similar visual styles and themes, including crime and moral ambiguity—along with drawing inspiration from real-life crimes for its in-game cases, based upon what was reported by the Los Angeles media in 1947.The game uses a distinctive colour palette, but in homage to film noir it includes the option to play the game in black and white. Various plot elements reference the major themes of detective and mobster stories such as The Naked City, Chinatown, The Untouchables, The Black Dahlia, and L.A. Confidential."
110;Freddy Pharkas: Frontier Pharmacist;Point-and-click;Sierra On-Line;PC;1993-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2j98.jpg;"The adventures of Freddy Pharkas, a pharmacist living in Coarsegold in the 1800s, where he moved to cover up his past as a former gunslinger who quit when he got his ear shot off by a rival. When a string of strange happenings and a pack of wild outlaws come to town and threaten to run everybody out; Freddy must take out his guns once again and defend the town and the woman he holds dear."
111;Amnesia: The Dark Descent;Puzzle;Frictional Games;PC;2010-09-8;https://images.igdb.com/igdb/image/upload/t_cover_big/co1qq5.jpg;Amnesia: The Dark Descent is a survival horror video game by Frictional Games. The game features a protagonist named Daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. The game was critically well received.
112;Devil May Cry 4;Hack and slash/Beat 'em up;Capcom Production Studio 1;PC;2008-01-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co1u6n.jpg;"Devil May Cry 4 is the second sequel to the original Devil May Cry game. It immerses the player in a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, players will unleash incredible attacks and non-stop combos using a unique new gameplay mechanic, his powerful ""Devil Bringer"" arm. With the advanced graphical capabilities of the PC, high definition visuals and intricate detail come to life as players explore new and exotic locales. Dynamic action and undeniable style combine with explosive fighting options and a gripping story to produce the incomparable experience that only a Devil May Cry game can deliver."
113;Assassin's Creed Brotherhood;Puzzle;Ubisoft Montreal;PC;2010-11-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co6t4d.jpg;Live and breathe as Ezio, a legendary Master Assassin, in his enduring struggle against the powerful Templar Order. He must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy.Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood who will rally to his side. Only by working together can the Assassins defeat their mortal enemies.And for the first time, introducing a never-before-seen multiplayer layer that allows you to choose from a wide range of unique characters, each with their own signature weapons and assassination techniques, and match your skills against other players from around the world.It’s time to join the Brotherhood.
114;Star Wars: The Old Republic;Role-playing (RPG);Electronic Arts;PC;2011-12-20;https://images.igdb.com/igdb/image/upload/t_cover_big/co20xa.jpg;Step in to the center of your own Star Wars story as you choose your path down the light or dark side of the Force. Your choices have impact not only on your story but on those who join you along the way. Each choice you make can change how your story unfolds including unexpected story twists or devastating consequences that impact you and your Companions. Play as one of 8 legendary Star Wars classes include Jedi, Sith, Smuggler, Trooper and more – this is your story and you decide how you want to build your reputation and influence across the galaxy as you join in epic adventures and challenging missions on the ground and in space!
115;League of Legends;Role-playing (RPG);GOA Games Services Ltd.;PC;2009-10-27;https://images.igdb.com/igdb/image/upload/t_cover_big/co49wj.jpg;League of Legends is a fast-paced, competitive online game that blends the speed and intensity of an RTS with RPG elements. Two teams of powerful champions, each with a unique design and playstyle, battle head-to-head across multiple battlefields and game modes. With an ever-expanding roster of champions, frequent updates and a thriving tournament scene, League of Legends offers endless replayability for players of every skill level.
116;Star Wars: Knights of the Old Republic;Role-playing (RPG);BioWare;PC;2003-07-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co1tmz.jpg;Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy!Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!
117;The Last Guardian;Platform;Team Ico;PlayStation 4;2016-12-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co271e.jpg;In a strange and mystical land, a young boy discovers a mysterious creature with which he forms a deep, unbreakable bond. The unlikely pair must rely on each other to journey through towering, treacherous ruins filled with unknown dangers. Experience the journey of a lifetime in this touching, emotional story of friendship and trust.
118;Star Wars: Knights of the Old Republic II - The Sith Lords;Role-playing (RPG);LucasArts;PC;2004-12-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co1qrj.jpg;Star Wars Knights of the Old Republic II: The Sith Lords is a sequel to the blockbuster RPG Star Wars Knights of the Old Republic. Players continue to enjoy the title's emotionally compelling and story-driven theme, additions to features such as new characters, classes, locations and force powers as well as a deeper look into the founding lore.
119;Mortal Kombat;Fighting;NetherRealm Studios;PC;2011-04-19;https://images.igdb.com/igdb/image/upload/t_cover_big/co20mc.jpg;Prepare yourself to reenter the tournament in the triumphant return of Mortal Kombat. A complete reboot of the franchise, this latest iteration combines all-new mature oriented fighter gameplay with a deep story mode, improved graphics and game technology and new game modes to create a Mortal Kombat play experience like none before it. Feature details include: a storyline that takes players back to the original tournament, 4 player tag-team kombat, fatalities presented in graphic detail never imagined in earlier releases, enhanced online functionality and more.Kratos from God of War appears as an exclusive character to the PlayStation 3 version of Mortal Kombat. No official reason has been given for a lack of an Xbox 360 exclusive character.
120;Diablo III;Role-playing (RPG);Blizzard Entertainment;PC;2012-05-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co2l1u.jpg;Diablo III is the third installment in Blizzard's franchise. The game, like its predecessors, is a dungeon crawler in which the player fights against hordes of enemies ranging from beasts and undead to actual demons. The game has four acts, two game modes (normal and hardcore) as well as four difficulty levels: Normal, Nightmare, Hell and Inferno. A new addition to Diablo III is the auction house, where items are exchanged for in-game gold or real money, also usable to purchase Blizzard merchandise. The game features a wide array of achievements earned upon meeting certain requirements.
121;Minecraft;Simulator;Mojang Studios;PC;2011-11-18;https://images.igdb.com/igdb/image/upload/t_cover_big/co49x5.jpg;Minecraft focuses on allowing the player to explore, interact with, and modify a dynamically-generated map made of one-cubic-meter-sized blocks. In addition to blocks, the environment features plants, mobs, and items. Some activities in the game include mining for ore, fighting hostile mobs, and crafting new blocks and tools by gathering various resources found in the game. The game's open-ended model allows players to create structures, creations, and artwork on various multiplayer servers or their single-player maps. Other features include redstone circuits for logic computations and remote actions, minecarts and tracks, and a mysterious underworld called the Nether. A designated but completely optional goal of the game is to travel to a dimension called the End, and defeat the ender dragon.
122;Left 4 Dead;Shooter;Valve;PC;2008-11-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co1qrm.jpg;"From Valve (the creators of Counter-Strike, Half-Life and more) comes Left 4 Dead, a co-op action horror game for the PC and Xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters.Set in the immediate aftermath of the zombie apocalypse, L4D's survival co-op mode lets you blast a path through the infected in four unique “movies,” guiding your survivors across the rooftops of an abandoned metropolis, through rural ghost towns and pitch-black forests in your quest to escape a devastated Ground Zero crawling with infected enemies. Each ""movie"" is comprised of five large maps, and can be played by one to four human players, with an emphasis on team-based strategy and objectives.New technology dubbed ""the AI Director"" is used to generate a unique gameplay experience every time you play. The Director tailors the frequency and ferocity of the zombie attacks to your performance, putting you in the middle of a fast-paced, but not overwhelming, Hollywood horror movie.Addictive single player, co-op, and multiplayer action gameplay from the makers of Counter-Strike and Half-Life Versus Mode lets you compete four-on-four with friends, playing as a human trying to get rescued, or as a zombie boss monster that will stop at nothing to destroy them."
123;World of Warcraft;Role-playing (RPG);Blizzard Entertainment;PC;2004-11-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co2l7z.jpg;"World of Warcraft is a massively multiplayer online roleplaying game (MMORPG) set in the Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory."
124;Left 4 Dead 2;Shooter;Valve;PC;2009-11-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co1y2f.jpg;Left 4 Dead 2 is a cooperative first-person shooter video game, the sequel to Valve Corporation's Left 4 Dead. The Game builds upon cooperatively focused gameplay and Valve's proprietary Source engine, the same game engine used in the original Left 4 Dead. Set during the aftermath of an apocalyptic pandemic, Left 4 Dead 2 focuses on four new Survivors, fighting against hordes of the Infected, who develop severe psychosis and exhibit zombie-like tendencies. The Survivors must fight their way through five campaigns, interspersed with safe houses that act as checkpoints, with the goal of escape at each campaign's finale.
125;Diablo;Role-playing (RPG);Blizzard Entertainment;PC;1996-12-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co3ggo.jpg;Diablo is an isometric strategy RPG and one of the most well-known examples of the action-RPG subgenre. Although some of the game mechanics resemble a typical RPG, all actions are done in real-time just like in an action game. The player have to kill hordes of monsters through randomized dungeon levels in order to gain experience points, gold and a variety of equipment to bolster the hero's monster-killing potency.
126;Diablo II;Role-playing (RPG);Blizzard Entertainment;PC;2000-06-29;https://images.igdb.com/igdb/image/upload/t_cover_big/co3gfq.jpg;Like its predecessor, Diablo II is an action role-playing game with dark fantasy and horror themes. The player controls a new hero attempting to stop the destruction unleashed by Diablo's return. The game's 4 acts feature a variety of locations and settings to explore and battle in, as well as an increased cast of characters to play as and interact with. Diablo II had become one of the most popular online games of all time. Major factors that contributed to Diablo II's success include what fans found to be addictive hack-and-slash gameplay and free access to Battle.net.
127;Assassin's Creed II;Platform;Ubisoft Montreal;PC;2009-11-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co1rcf.jpg;Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.
128;Assassin's Creed;Platform;Ubisoft Montreal;PC;2007-11-13;https://images.igdb.com/igdb/image/upload/t_cover_big/co1rrw.jpg;Assassin's Creed is a non-linear action-adventure video game, during which the player controls a 12th-century Levantine Assassin named Altaïr Ibn-La'Ahad during the Third Crusade, whose life is experienced through the Animus by his 21st century descendant, Desmond Miles.
129;Warcraft: Orcs & Humans;Real Time Strategy (RTS);Interplay Entertainment;DOS;1994-11-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xup.jpg;Warcraft: Orcs & Humans is the first game in the Warcraft series developed by Blizzard Entertainment. The Orcish hordes are summoned through the dark portal to the peaceful human Kingdom of Azeroth. When the two races meet each other, a terrible war ensues. Only one race can dominate the land.Players can choose to play as either the Humans or the Orcs. There are 12 scenarios for each race with mostly a single objective: destroy the enemy.As with most RTS games of the same era, a lot of time is spent collecting resources and building structures to make/upgrade different types of units.
130;Warcraft II: Tides of Darkness;Real Time Strategy (RTS);Blizzard Entertainment;PC;1995-12-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co3wix.jpg;Warcraft II: Tides of Darkness is a Strategy video game published by Blizzard Entertainment released on 1995 for MS-DOS. Warcraft 2 is a successor of the popular Warcraft real-time strategy game. The game contains many improvements over the previous version in graphics, sounds and playability. The Multiplayer was also greatly improved allowing up to 8 players in the marvelous multiplayer skirmish.
131;Warcraft II: Beyond the Dark Portal;Real Time Strategy (RTS);Blizzard Entertainment;PC;1996-04-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xxt.jpg;"Warcraft II: Beyond the Dark Portal is an expansion pack for Warcraft II: Tides of Darkness. After defeating the Orcish Horde and capturing the survivors, the Human Alliance attempts to destroy the Dark Portal. However, whilst they destroy the portal, the rift that joins the Orcs' world of Draenor to Azeroth remains.  The Alliance forces decide to enter the rift to the Orcs' home world to attempt to seal it from the other side.  At the same time, Ner'zhul - Warchief of the Shadow Moon clan, who has seized control of the Orcish hordes of Draenor following Orgrim Doomhammer's departure (and eventual defeat) to Azeroth, plans to send his forces to Azeroth to gather magical artefacts in an attempt to open rifts to other worlds.  Beyond the Dark Portal contains two 12 map campaigns; one for each side, 50 new pud's (maps) and a new tile set for the Orc home world.  It also contains 5 new hero characters for each side that actively participate in several of the new single player missions. In function, they are simply super powered versions of standard units that have different sounds.  There are no new standard units however, which many saw as a disappointment.  The map editor also isn't updated to include any of this expansion's new features, though third party programs exist that can add these features to the editor."
132;Warcraft III: Reign of Chaos;Real Time Strategy (RTS);Blizzard Entertainment;PC;2002-07-3;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xuq.jpg;Warcraft 3: Reign of Chaos is an RTS made by Blizzard Entertainment. Take control of either the Humans, the Orcs, the Night Elves or the Undead, all with different unit types and heroes with unique abilities.Play the story driven single player campaign, go online to play default- or custom maps against people around the world or create your own maps with the map creation tool.
133;Warcraft III: The Frozen Throne;Real Time Strategy (RTS);Blizzard Entertainment;PC;2003-07-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xxv.jpg;Warcraft III: The Frozen Throne adds a host of new features to the game, including four new campaigns that take you across the frozen continent of Northrend. Explore new maps and master new units such as the Troll Bat Riders, the Blood Elf Spell Breakers, and the destructive Mountain Giants.
134;Devil May Cry;Hack and slash/Beat 'em up;Capcom;PlayStation 2;2001-08-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co5tki.jpg;Originally intended to be the fourth installment in the Resident Evil series, Devil May Cry is an action-adventure game that introduced a host of new elements to the gaming community. Chief among them is the Stylish Rank, which grades the player's performance in combat. The game is split into Missions, which are individually scored according to various factors, such as Orbs gathered and damage taken. Additionally, Devil May Cry did away with the pre-rendered backgrounds of prior Resident Evil games in order to allow for a dynamic camera system.
135;Devil May Cry 2;Hack and slash/Beat 'em up;Capcom;PlayStation 2;2003-01-25;https://images.igdb.com/igdb/image/upload/t_cover_big/co3diu.jpg;Devil May Cry 2 is the sequel to Devil May Cry. From the start of the game, the player controls Dante or his new partner Lucia through various levels as they battle waves of demons. This game features an Amulet system, with different parts being acquired throughout the levels that can be equipped by accessing the pause menu. The different parts of the amulet can be equipped to change aspects of the characters Devil Triggers form like elemental moves, time stop abilities, faster movement, flight abilities, etc.
136;Devil May Cry 3: Dante's Awakening;Shooter;Capcom Production Studio 1;PlayStation 2;2005-02-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co1u6u.jpg;Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated.
137;Star Wars: The Force Unleashed II;Role-playing (RPG);LucasArts;PC;2010-10-26;https://images.igdb.com/igdb/image/upload/t_cover_big/co25xw.jpg;The Star Wars Saga continues with Star Wars: The Force Unleashed II, the highly anticipated sequel to the fastest-selling Star Wars game ever created, which has sold more than seven million copies worldwide.In Star Wars: The Force Unleashed, the world was introduced to Darth Vader’s now fugitive apprentice, Starkiller — the unlikely hero who would ignite the flames of rebellion in a galaxy so desperately in need of a champion. In the sequel, Starkiller returns with over-the-top Force powers and embarks on a journey to discover his own identity and to reunite with his one true love, Juno Eclipse.In Star Wars: The Force Unleashed II, Starkiller is once again the pawn of Darth Vader — but instead of training his protégée as a ruthless assassin, the dark lord is attempting to clone his former apprentice in an attempt to create the Ultimate Sith warrior. The chase is on — Starkiller is in pursuit of Juno and Darth Vader is hunting for Starkiller.With all-new devastating Force powers and the ability to dual-wield lightsabers, Starkiller cuts a swath through deadly new enemies across exciting worlds from the Star Wars movies — all in his desperate search for answers to his past.
138;LEGO Indiana Jones 2: The Adventure Continues;Platform;Traveller's Tales;Wii;2009-11-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co6up6.jpg;LEGO Indy is back in his biggest adventure yet. Battle through all four movies, including all-new levels from the original adventures and your favorite new moments from The Kingdom of the Crystal Skull... or in true LEGO fashion, get creative and build your own levels to play with friends!New modes including two-player drop-in, drop-out split-screen gameplay lets you play together with your friends and family like never before.
139;Star Wars: Galactic Battlegrounds;Real Time Strategy (RTS);LucasArts;PC;2001-01-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co2rew.jpg;The destiny of a galaxy hangs in the balance, and you are in command. Lead the great armies of the Star Wars: Episode II: Attack of the Clones saga in intense real-time strategy clashes. Enter the fray as the Galactic Empire, Rebel Alliance, Wookies, Trade Federation, Gungans or Royal Naboo to determine the course of the Galactic Civil War.
140;Star Wars: Galactic Battlegrounds - Clone Campaigns;Real Time Strategy (RTS);LucasArts;PC;2002-05-14;https://images.igdb.com/igdb/image/upload/t_cover_big/co3b8m.jpg;Expand the battlefield with the Clone Campaigns addon. Choose to play as the breakaway Confederacy of Independent Systems or the Galactic Republic in 14 missions based around characters, vehicles and locations from Star Wars: Episode II Attack of the Clones.
141;Star Wars: Battlefront;Shooter;Pandemic Studios;PC;2004-09-20;https://images.igdb.com/igdb/image/upload/t_cover_big/co2h1z.jpg;Star Wars: Battlefront is the first in the Star Wars: Battlefront series and is a third/first-person shooter video game based around battles featured in the Star Wars movies. It was developed by Pandemic Studios and LucasArts, and released on September 20, 2004 for Xbox (playable on Xbox 360), PlayStation 2, and PC, the same day as the release of the Star Wars Trilogy (DVD) set. Players can either play Star Wars: Battlefront online, or offline with up to 4 players (on consoles).
142;Star Wars: Battlefront II;Shooter;Pandemic Studios;PC;2005-10-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co1nsg.jpg;Star Wars: Battlefront II is the sequel to Star Wars: Battlefront. It is a high-selling Star Wars video game following the many adventures of several characters. The two games are very similar, as both revolve around troopers from various factions fighting in different locales. Battlefront II, however, includes elements and missions from Star Wars: Episode III Revenge of the Sith, as well as enhanced aspects of gameplay including space combat and the ability to play as Jedi characters or other heroes.With brand new space combat, playable Jedi characters, and over 16 all new battlefronts, Star Wars Battlefront II gives you more ways than ever before to play the classic Star Wars battles any way you want.
143;Star Wars: Demolition;Shooter;Luxoflux;PlayStation;2000-11-12;https://images.igdb.com/igdb/image/upload/t_cover_big/co5vyd.jpg;Star Wars: Demolition is a vehicular combat game set in the Star Wars universe created by both Luxoflux and LucasArts using the Vigilante 8 game engine. The premise of the game is that the Galactic Empire declares they have officially banned Jabba the Hutt's podraces, so Jabba creates a more life-threatening vehicular combat contest to replace the sport of podracing.
